"Activity" "Subject" "Type" "Coordinate" "mean" "std"
"SITTING" 25 "fBodyGyro" "Z" -0.746832213594132 -0.771208929095355
"SITTING" 25 "fBodyGyroJerkMag" NA -0.875970674743276 -0.877714953691932
"SITTING" 25 "fBodyGyroMag" NA -0.754236109755501 -0.697213120366748
"SITTING" 25 "tBodyAcc" "X" 0.275301467772127 -0.716264537547677
"SITTING" 25 "tBodyAcc" "Y" -0.0193221769314914 -0.531421035602689
"SITTING" 25 "tBodyAcc" "Z" -0.10962903098044 -0.64709556105868
"SITTING" 25 "tBodyAccJerk" "X" 0.0817657442063814 -0.79682335007335
"SITTING" 25 "tBodyAccJerk" "Y" 0.00638633884442543 -0.722502919364303
"SITTING" 25 "tBodyAccJerk" "Z" -0.010346171499489 -0.860669382640587
"SITTING" 25 "tBodyAccJerkMag" NA -0.783445354474328 -0.780451867848411
"SITTING" 25 "tBodyAccMag" NA -0.583377749713936 -0.659015505611247
"SITTING" 25 "tBodyGyro" "X" -0.00298151164792176 -0.683131970775061
"SITTING" 25 "tBodyGyro" "Y" -0.083900354157824 -0.752261013276284
"SITTING" 25 "tBodyGyro" "Z" 0.0993606079900489 -0.74741022
"SITTING" 25 "tBodyGyroJerk" "X" -0.108263884562298 -0.768682473178484
"SITTING" 25 "tBodyGyroJerk" "Y" -0.0389884753435208 -0.902628080757946
"SITTING" 25 "tBodyGyroJerk" "Z" -0.0555782223647433 -0.831848667286064
"SITTING" 25 "tBodyGyroJerkMag" NA -0.849630706259169 -0.872776184449878
"SITTING" 25 "tBodyGyroMag" NA -0.625733064258924 -0.68515279467066
"SITTING" 25 "tGravityAcc" "X" 0.672386622127139 -0.950017091344743
"SITTING" 25 "tGravityAcc" "Y" 0.0471601427530562 -0.901088770963325
"SITTING" 25 "tGravityAcc" "Z" 0.239226040930391 -0.880682330706602
"SITTING" 25 "tGravityAccMag" NA -0.583377749713936 -0.659015505611247
"SITTING" 26 "fBodyAcc" "X" -0.65109030186199 -0.61349959767602
"SITTING" 26 "fBodyAcc" "Y" -0.610425833240306 -0.600274809826275
"SITTING" 26 "fBodyAcc" "Z" -0.724046087155612 -0.718490475765306
"SITTING" 26 "fBodyAccJerk" "X" -0.699413168295663 -0.694314518927551
"SITTING" 26 "fBodyAccJerk" "Y" -0.696726473912755 -0.6803580612
"SITTING" 26 "fBodyAccJerk" "Z" -0.76956529125 -0.78604912494898
"SITTING" 26 "fBodyAccJerkMag" NA -0.679278323637755 -0.678025758312755
"SITTING" 26 "fBodyAccMag" NA -0.6317569828625 -0.673917799546684
"SITTING" 26 "fBodyGyro" "X" -0.703109561068878 -0.78740310059949
"SITTING" 26 "fBodyGyro" "Y" -0.799353075357143 -0.803635337372449
"SITTING" 26 "fBodyGyro" "Z" -0.689404846813776 -0.735942384438775
"SITTING" 26 "fBodyGyroJerkMag" NA -0.823865297193878 -0.823991408418367
"SITTING" 26 "fBodyGyroMag" NA -0.770504884821429 -0.782624320831633
"SITTING" 26 "tBodyAcc" "X" 0.2730365808625 -0.623101031168367
"SITTING" 26 "tBodyAcc" "Y" -0.0161687277463495 -0.585967142418112
"SITTING" 26 "tBodyAcc" "Z" -0.107637894928571 -0.70498062744898
"SITTING" 26 "tBodyAccJerk" "X" 0.0808743261341837 -0.682815652993112
"SITTING" 26 "tBodyAccJerk" "Y" 0.00767709978181122 -0.678386582086227
"SITTING" 26 "tBodyAccJerk" "Z" -0.00724891943768878 -0.778349460841837
"SITTING" 26 "tBodyAccJerkMag" NA -0.694917859209184 -0.677426336392347
"SITTING" 26 "tBodyAccMag" NA -0.600932264175765 -0.620355788665816
"SITTING" 26 "tBodyGyro" "X" -0.020659932105102 -0.766673970339286
"SITTING" 26 "tBodyGyro" "Y" -0.0827415060904082 -0.800675471045918
"SITTING" 26 "tBodyGyro" "Z" 0.0917853294044643 -0.703347205619898
"SITTING" 26 "tBodyGyroJerk" "X" -0.0988125627461224 -0.732321370690816
"SITTING" 26 "tBodyGyroJerk" "Y" -0.040476400288852 -0.836112175331633
"SITTING" 26 "tBodyGyroJerk" "Z" -0.0558282743354031 -0.773101524821429
"SITTING" 26 "tBodyGyroJerkMag" NA -0.798325916709184 -0.818279112908163
"SITTING" 26 "tBodyGyroMag" NA -0.694597662936224 -0.751833690215051
"SITTING" 26 "tGravityAcc" "X" 0.615123534668367 -0.96781789994898
"SITTING" 26 "tGravityAcc" "Y" 0.10870478277551 -0.959713562227041
"SITTING" 26 "tGravityAcc" "Z" 0.234107010472449 -0.955643363545918
"SITTING" 26 "tGravityAccMag" NA -0.600932264175765 -0.620355788665816
"SITTING" 27 "fBodyAcc" "X" -0.681454795855319 -0.654659392263298
"SITTING" 27 "fBodyAcc" "Y" -0.641267840429521 -0.649506674776596
"SITTING" 27 "fBodyAcc" "Z" -0.715482857547872 -0.692130765962766
"SITTING" 27 "fBodyAccJerk" "X" -0.714554678365692 -0.712857956529255
"SITTING" 27 "fBodyAccJerk" "Y" -0.694509658473138 -0.675744794384308
"SITTING" 27 "fBodyAccJerk" "Z" -0.76857445225266 -0.797303408218085
"SITTING" 27 "fBodyAccJerkMag" NA -0.688572791044947 -0.707531366315426
"SITTING" 27 "fBodyAccMag" NA -0.667185803946808 -0.734883056953989
"SITTING" 27 "fBodyGyro" "X" -0.768505711292553 -0.806288410297872
"SITTING" 27 "fBodyGyro" "Y" -0.795433953608777 -0.808791849202128
"SITTING" 27 "fBodyGyro" "Z" -0.702788513114362 -0.697147299066489
"SITTING" 27 "fBodyGyroJerkMag" NA -0.837585999827128 -0.848260021656915
"SITTING" 27 "fBodyGyroMag" NA -0.785953610106383 -0.777810418832447
"SITTING" 27 "tBodyAcc" "X" 0.277264567074468 -0.660976085218085
"SITTING" 27 "tBodyAcc" "Y" -0.0167969215592152 -0.630460488658511
"SITTING" 27 "tBodyAcc" "Z" -0.110848300413564 -0.68321532587766
"SITTING" 27 "tBodyAccJerk" "X" 0.0768320396617021 -0.700549974357447
"SITTING" 27 "tBodyAccJerk" "Y" 0.00617714992829521 -0.674792293475665
"SITTING" 27 "tBodyAccJerk" "Z" -0.00495000607441489 -0.783632076781915
"SITTING" 27 "tBodyAccJerkMag" NA -0.70180744799867 -0.696003354282979
"SITTING" 27 "tBodyAccMag" NA -0.627947737417819 -0.677874152031915
"SITTING" 27 "tBodyGyro" "X" -0.0608887602789628 -0.795853557018617
"SITTING" 27 "tBodyGyro" "Y" -0.0552177945716489 -0.802048718989362
"SITTING" 27 "tBodyGyro" "Z" 0.108947089653191 -0.674128512103723
"SITTING" 27 "tBodyGyroJerk" "X" -0.0893066039356303 -0.8210758325
"SITTING" 27 "tBodyGyroJerk" "Y" -0.0450414487725798 -0.837320211489362
"SITTING" 27 "tBodyGyroJerk" "Z" -0.0586254676047872 -0.782945588829787
"SITTING" 27 "tBodyGyroJerkMag" NA -0.823067662473404 -0.837212879564096
"SITTING" 27 "tBodyGyroMag" NA -0.694016019806117 -0.754713306440957
"SITTING" 27 "tGravityAcc" "X" 0.627230079867021 -0.974620173404255
"SITTING" 27 "tGravityAcc" "Y" 0.032242387143617 -0.972505174787234
"SITTING" 27 "tGravityAcc" "Z" 0.14116869604876 -0.959200394414894
"SITTING" 27 "tGravityAccMag" NA -0.627947737417819 -0.677874152031915
"SITTING" 28 "fBodyAcc" "X" -0.68776883432233 -0.683199944917476
"SITTING" 28 "fBodyAcc" "Y" -0.622841114519417 -0.623192236384369
"SITTING" 28 "fBodyAcc" "Z" -0.741462254985437 -0.713211963058252
"SITTING" 28 "fBodyAccJerk" "X" -0.718019745738835 -0.734238501912621
"SITTING" 28 "fBodyAccJerk" "Y" -0.705976257345146 -0.688305009647573
"SITTING" 28 "fBodyAccJerk" "Z" -0.804585188883495 -0.842972637427184
"SITTING" 28 "fBodyAccJerkMag" NA -0.706908798520874 -0.726122136199029
"SITTING" 28 "fBodyAccMag" NA -0.656100294024272 -0.715164661849515
"SITTING" 28 "fBodyGyro" "X" -0.70487616923301 -0.784465639902913
"SITTING" 28 "fBodyGyro" "Y" -0.773967850635922 -0.762735614126214
"SITTING" 28 "fBodyGyro" "Z" -0.709727226558252 -0.738649933252427
"SITTING" 28 "fBodyGyroJerkMag" NA -0.826660930776699 -0.833674226650485
"SITTING" 28 "fBodyGyroMag" NA -0.762735296006796 -0.767012523398058
"SITTING" 28 "tBodyAcc" "X" 0.278739266553398 -0.68398972178932
"SITTING" 28 "tBodyAcc" "Y" -0.0187975204834951 -0.606549833999029
"SITTING" 28 "tBodyAcc" "Z" -0.107807008381068 -0.70744912
"SITTING" 28 "tBodyAccJerk" "X" 0.0792910308825243 -0.713004659097087
"SITTING" 28 "tBodyAccJerk" "Y" 0.0135107680737864 -0.687209413543689
"SITTING" 28 "tBodyAccJerk" "Z" 0.00364494866063107 -0.824228169757282
"SITTING" 28 "tBodyAccJerkMag" NA -0.723779362805825 -0.714477557324272
"SITTING" 28 "tBodyAccMag" NA -0.644599448147087 -0.659757363641262
"SITTING" 28 "tBodyGyro" "X" -0.0567790137621359 -0.764813965509709
"SITTING" 28 "tBodyGyro" "Y" -0.0488593126606262 -0.765086678543689
"SITTING" 28 "tBodyGyro" "Z" 0.0966943342504854 -0.710462349475728
"SITTING" 28 "tBodyGyroJerk" "X" -0.0898649942082524 -0.746765237315534
"SITTING" 28 "tBodyGyroJerk" "Y" -0.0456655215715049 -0.847302632669903
"SITTING" 28 "tBodyGyroJerk" "Z" -0.0591893236052913 -0.793601885631068
"SITTING" 28 "tBodyGyroJerkMag" NA -0.813718189757282 -0.824174463058252
"SITTING" 28 "tBodyGyroMag" NA -0.683567422362136 -0.737683990849515
"SITTING" 28 "tGravityAcc" "X" 0.647073359805825 -0.974479128592233
"SITTING" 28 "tGravityAcc" "Y" -0.137379481334951 -0.959880660436893
"SITTING" 28 "tGravityAcc" "Z" -0.00797649700048543 -0.946447412281553
"SITTING" 28 "tGravityAccMag" NA -0.644599448147087 -0.659757363641262
"STAYING" 2 "fBodyAcc" "X" -0.57377091142947 -0.619788102803311
"STAYING" 2 "fBodyAcc" "Y" -0.432566581302351 -0.464723862913245
"STAYING" 2 "fBodyAcc" "Z" -0.630081222124834 -0.600678614835099
"STAYING" 2 "fBodyAccJerk" "X" -0.561682049622185 -0.595105612895033
"STAYING" 2 "fBodyAccJerk" "Y" -0.50890379901457 -0.509147543673841
"STAYING" 2 "fBodyAccJerk" "Z" -0.715745330403973 -0.767087015496689
"STAYING" 2 "fBodyAccJerkMag" NA -0.509746432970861 -0.518800797709272
"STAYING" 2 "fBodyAccMag" NA -0.514569861316887 -0.646662308457285
"STAYING" 2 "fBodyGyro" "X" -0.638717694593046 -0.734588540182119
"STAYING" 2 "fBodyGyro" "Y" -0.722068978635762 -0.72716774102649
"STAYING" 2 "fBodyGyro" "Z" -0.601594889654305 -0.683114494539735
"STAYING" 2 "fBodyGyroJerkMag" NA -0.751615078360927 -0.744194981440397
"STAYING" 2 "fBodyGyroMag" NA -0.699742945221854 -0.725310337688742
"STAYING" 2 "tBodyAcc" "X" 0.273113115788079 -0.605586497159271
"STAYING" 2 "tBodyAcc" "Y" -0.0191323183174834 -0.428962986589404
"STAYING" 2 "tBodyAcc" "Z" -0.115649958175497 -0.589360062210596
"STAYING" 2 "tBodyAccJerk" "X" 0.0785353156747351 -0.557809603123841
"STAYING" 2 "tBodyAccJerk" "Y" 0.00708771249764901 -0.491875889831788
"STAYING" 2 "tBodyAccJerk" "Z" 0.000755760748377483 -0.741885388311258
"STAYING" 2 "tBodyAccJerkMag" NA -0.58777744543543 -0.512115278415232
"STAYING" 2 "tBodyAccMag" NA -0.535281800541722 -0.552812545643709
"STAYING" 2 "tBodyGyro" "X" -0.0517030657821192 -0.710648927815894
"STAYING" 2 "tBodyGyro" "Y" -0.0568420186817881 -0.722943674337748
"STAYING" 2 "tBodyGyro" "Z" 0.0872599422291391 -0.634888927843046
"STAYING" 2 "tBodyGyroJerk" "X" -0.0875587491668874 -0.671679103311258
"STAYING" 2 "tBodyGyroJerk" "Y" -0.0433986835453642 -0.783595466728477
"STAYING" 2 "tBodyGyroJerk" "Z" -0.0557541828188742 -0.674611933293046
"STAYING" 2 "tBodyGyroJerkMag" NA -0.746559539039735 -0.740088733655629
"STAYING" 2 "tBodyGyroMag" NA -0.614771054893146 -0.680584887880795
"STAYING" 2 "tGravityAcc" "X" 0.660782866688742 -0.963015508245033
"STAYING" 2 "tGravityAcc" "Y" -0.147219886910411 -0.960033560165563
"STAYING" 2 "tGravityAcc" "Z" 0.134865335090728 -0.945365383907285
"STAYING" 2 "tGravityAccMag" NA -0.535281800541722 -0.552812545643709
"STAYING" 4 "fBodyAcc" "X" -0.628806379100946 -0.597551324155678
"STAYING" 4 "fBodyAcc" "Y" -0.52583456615142 -0.534661524341987
"STAYING" 4 "fBodyAcc" "Z" -0.755235428895899 -0.708764043722397
"STAYING" 4 "fBodyAccJerk" "X" -0.652023078038801 -0.644622004704416
"STAYING" 4 "fBodyAccJerk" "Y" -0.601696223759495 -0.593855151524606
"STAYING" 4 "fBodyAccJerk" "Z" -0.825154871135647 -0.860544668359621
"STAYING" 4 "fBodyAccJerkMag" NA -0.63501900541041 -0.666506718936908
"STAYING" 4 "fBodyAccMag" NA -0.602098037677603 -0.672948341687697
"STAYING" 4 "fBodyGyro" "X" -0.641881977553943 -0.721749187328076
"STAYING" 4 "fBodyGyro" "Y" -0.831527531009464 -0.782885735867508
"STAYING" 4 "fBodyGyro" "Z" -0.689308946422713 -0.7670895729653
"STAYING" 4 "fBodyGyroJerkMag" NA -0.838833209652997 -0.863096864037855
"STAYING" 4 "fBodyGyroMag" NA -0.745650754608833 -0.732586304826498
"STAYING" 4 "tBodyAcc" "X" 0.274183111498423 -0.605211727785489
"STAYING" 4 "tBodyAcc" "Y" -0.0148081545344921 -0.509929384011325
"STAYING" 4 "tBodyAcc" "Z" -0.107521430810726 -0.709492735962145
"STAYING" 4 "tBodyAccJerk" "X" 0.0788637845151419 -0.631853083289621
"STAYING" 4 "tBodyAccJerk" "Y" 0.00351340949514196 -0.584063204701893
"STAYING" 4 "tBodyAccJerk" "Z" -0.00737375142832808 -0.843353231167192
"STAYING" 4 "tBodyAccJerkMag" NA -0.656116311856877 -0.647249966810726
"STAYING" 4 "tBodyAccMag" NA -0.56158213510694 -0.606556049548896
"STAYING" 4 "tBodyGyro" "X" -0.0289417906907571 -0.701397703369085
"STAYING" 4 "tBodyGyro" "Y" -0.0787229907785489 -0.79823574873817
"STAYING" 4 "tBodyGyro" "Z" 0.0957174866009464 -0.726374197066246
"STAYING" 4 "tBodyGyroJerk" "X" -0.107859315713249 -0.723788617823344
"STAYING" 4 "tBodyGyroJerk" "Y" -0.0400427574662461 -0.902502592618297
"STAYING" 4 "tBodyGyroJerk" "Z" -0.0578089304000631 -0.748369141315457
"STAYING" 4 "tBodyGyroJerkMag" NA -0.819191368044164 -0.844187064164038
"STAYING" 4 "tBodyGyroMag" NA -0.656291093847319 -0.706738493542587
"STAYING" 4 "tGravityAcc" "X" 0.706593043123028 -0.962636979274448
"STAYING" 4 "tGravityAcc" "Y" 0.112591195496986 -0.941416800167192
"STAYING" 4 "tGravityAcc" "Z" 0.164130896618297 -0.941403426072555
"STAYING" 4 "tGravityAccMag" NA -0.56158213510694 -0.606556049548896
"STAYING" 9 "fBodyAcc" "X" -0.579258404408681 -0.547995744907986
"STAYING" 9 "fBodyAcc" "Y" -0.610267804090278 -0.586766083232639
"STAYING" 9 "fBodyAcc" "Z" -0.592119122804271 -0.501074006965903
"STAYING" 9 "fBodyAccJerk" "X" -0.621377141312847 -0.572819893733993
"STAYING" 9 "fBodyAccJerk" "Y" -0.699766614569444 -0.679065855003472
"STAYING" 9 "fBodyAccJerk" "Z" -0.702931927996528 -0.739139922708333
"STAYING" 9 "fBodyAccJerkMag" NA -0.609193721940625 -0.611619343190972
"STAYING" 9 "fBodyAccMag" NA -0.553186448295139 -0.624456827182986
"STAYING" 9 "fBodyGyro" "X" -0.639863219559028 -0.690689895534722
"STAYING" 9 "fBodyGyro" "Y" -0.683924287600694 -0.667203220760417
"STAYING" 9 "fBodyGyro" "Z" -0.612680463163889 -0.619468634127778
"STAYING" 9 "fBodyGyroJerkMag" NA -0.786473954201389 -0.801296292638889
"STAYING" 9 "fBodyGyroMag" NA -0.700863097986111 -0.697729432621528
"STAYING" 9 "tBodyAcc" "X" 0.270313841621528 -0.555656544538194
"STAYING" 9 "tBodyAcc" "Y" -0.0209466555412396 -0.5758878952125
"STAYING" 9 "tBodyAcc" "Z" -0.101233826213889 -0.506111776081806
"STAYING" 9 "tBodyAccJerk" "X" 0.0840171430291667 -0.578305161360069
"STAYING" 9 "tBodyAccJerk" "Y" 0.00678485848399306 -0.678923872274306
"STAYING" 9 "tBodyAccJerk" "Z" -0.00102998088194444 -0.721610094569444
"STAYING" 9 "tBodyAccJerkMag" NA -0.621608245092361 -0.608862145384722
"STAYING" 9 "tBodyAccMag" NA -0.505183470509188 -0.553038255314792
"STAYING" 9 "tBodyGyro" "X" -0.0701318154561458 -0.676452392569444
"STAYING" 9 "tBodyGyro" "Y" -0.0729884312991667 -0.670498220701389
"STAYING" 9 "tBodyGyro" "Z" 0.109092913237986 -0.587557692291458
"STAYING" 9 "tBodyGyroJerk" "X" -0.0892254930640278 -0.7617108665625
"STAYING" 9 "tBodyGyroJerk" "Y" -0.0397344421815972 -0.773273878854167
"STAYING" 9 "tBodyGyroJerk" "Z" -0.053402884281875 -0.744656038298611
"STAYING" 9 "tBodyGyroJerkMag" NA -0.7629795809375 -0.786176892048611
"STAYING" 9 "tBodyGyroMag" NA -0.550201866572569 -0.663198385034722
"STAYING" 9 "tGravityAcc" "X" 0.670845545555556 -0.958784666180556
"STAYING" 9 "tGravityAcc" "Y" -0.0467446999509028 -0.949938115208333
"STAYING" 9 "tGravityAcc" "Z" 0.104353653032743 -0.920554317815972
"STAYING" 9 "tGravityAccMag" NA -0.505183470509188 -0.553038255314792
"STAYING" 10 "fBodyAcc" "X" -0.822505930166667 -0.845922740729167
"STAYING" 10 "fBodyAcc" "Y" -0.720876538833333 -0.751383960510417
"STAYING" 10 "fBodyAcc" "Z" -0.862321343125 -0.86121794721875
"STAYING" 10 "fBodyAccJerk" "X" -0.826063598282292 -0.831379930459062
"STAYING" 10 "fBodyAccJerk" "Y" -0.744950073 -0.7410383354375
"STAYING" 10 "fBodyAccJerk" "Z" -0.878450186458333 -0.899683347916667
"STAYING" 10 "fBodyAccJerkMag" NA -0.783269770302083 -0.770950588979167
"STAYING" 10 "fBodyAccMag" NA -0.786961677072917 -0.834157293125
"STAYING" 10 "fBodyGyro" "X" -0.819983751770833 -0.858958473125
"STAYING" 10 "fBodyGyro" "Y" -0.861050933645833 -0.846707374791667
"STAYING" 10 "fBodyGyro" "Z" -0.792357543844792 -0.829842093020833
"STAYING" 10 "fBodyGyroJerkMag" NA -0.8851999225 -0.881496240729167
"STAYING" 10 "fBodyGyroMag" NA -0.845024943541667 -0.856745923229167
"STAYING" 10 "tBodyAcc" "X" 0.276583204166667 -0.838564338333333
"STAYING" 10 "tBodyAcc" "Y" -0.0194909304979167 -0.727853336020833
"STAYING" 10 "tBodyAcc" "Z" -0.1121843393125 -0.854294969270833
"STAYING" 10 "tBodyAccJerk" "X" 0.080527512159375 -0.820707124664583
"STAYING" 10 "tBodyAccJerk" "Y" 0.004611439794375 -0.7341746674375
"STAYING" 10 "tBodyAccJerk" "Z" -0.00128744623489583 -0.889739520625
"STAYING" 10 "tBodyAccJerkMag" NA -0.8162927158125 -0.777345431613542
"STAYING" 10 "tBodyAccMag" NA -0.801728673104167 -0.795247255416667
"STAYING" 10 "tBodyGyro" "X" -0.0255225107895833 -0.849243536458333
"STAYING" 10 "tBodyGyro" "Y" -0.0699903917025 -0.851156069375
"STAYING" 10 "tBodyGyro" "Z" 0.10298476965625 -0.807039630885417
"STAYING" 10 "tBodyGyroJerk" "X" -0.10022438078125 -0.849140011666667
"STAYING" 10 "tBodyGyroJerk" "Y" -0.0478723615625 -0.892824673645833
"STAYING" 10 "tBodyGyroJerk" "Z" -0.0519245405385417 -0.850475350104167
"STAYING" 10 "tBodyGyroJerkMag" NA -0.876313803854167 -0.880007876041667
"STAYING" 10 "tBodyGyroMag" NA -0.797174474479167 -0.834377870416667
"STAYING" 10 "tGravityAcc" "X" 0.441236068541667 -0.968072754375
"STAYING" 10 "tGravityAcc" "Y" 0.2005691803125 -0.953455064479167
"STAYING" 10 "tGravityAcc" "Z" -0.05453204484375 -0.961197428552083
"STAYING" 10 "tGravityAccMag" NA -0.801728673104167 -0.795247255416667
"STAYING" 28 "fBodyAcc" "X" -0.614814832168182 -0.606381585607955
"STAYING" 28 "fBodyAcc" "Y" -0.540562190071023 -0.56224204456875
"STAYING" 28 "fBodyAcc" "Z" -0.684319004011364 -0.675349070397727
"STAYING" 28 "fBodyAccJerk" "X" -0.650093316014205 -0.668766481176136
"STAYING" 28 "fBodyAccJerk" "Y" -0.629450020630682 -0.615705270717614
"STAYING" 28 "fBodyAccJerk" "Z" -0.749187660607954 -0.796834974772727
"STAYING" 28 "fBodyAccJerkMag" NA -0.638582720019318 -0.683350492909091
"STAYING" 28 "fBodyAccMag" NA -0.596766476930682 -0.675726065523296
"STAYING" 28 "fBodyGyro" "X" -0.638634953056818 -0.735772226022727
"STAYING" 28 "fBodyGyro" "Y" -0.715582747721591 -0.715167583522727
"STAYING" 28 "fBodyGyro" "Z" -0.631127818871023 -0.655394226196591
"STAYING" 28 "fBodyGyroJerkMag" NA -0.783731989943182 -0.800627497215909
"STAYING" 28 "fBodyGyroMag" NA -0.708848978369318 -0.716597399028409
"STAYING" 28 "tBodyAcc" "X" 0.276120153465909 -0.608133788585227
"STAYING" 28 "tBodyAcc" "Y" -0.0196106242455114 -0.535146354788636
"STAYING" 28 "tBodyAcc" "Z" -0.111939260223295 -0.660507169431818
"STAYING" 28 "tBodyAccJerk" "X" 0.0824062308022727 -0.643135700714773
"STAYING" 28 "tBodyAccJerk" "Y" 0.0141872457548864 -0.609963881289773
"STAYING" 28 "tBodyAccJerk" "Z" -0.00247734002281818 -0.773531586988636
"STAYING" 28 "tBodyAccJerkMag" NA -0.649224303329546 -0.656365538846023
"STAYING" 28 "tBodyAccMag" NA -0.569569991120455 -0.607805066017045
"STAYING" 28 "tBodyGyro" "X" -0.0735291511680114 -0.711556711367045
"STAYING" 28 "tBodyGyro" "Y" -0.0451436890589205 -0.713427389630682
"STAYING" 28 "tBodyGyro" "Z" 0.105692923933523 -0.622184131999432
"STAYING" 28 "tBodyGyroJerk" "X" -0.0860805048176136 -0.689791758278409
"STAYING" 28 "tBodyGyroJerk" "Y" -0.0437809983988636 -0.798979959488636
"STAYING" 28 "tBodyGyroJerk" "Z" -0.0626159225017045 -0.741845433806818
"STAYING" 28 "tBodyGyroJerkMag" NA -0.760708643386364 -0.784159789318182
"STAYING" 28 "tBodyGyroMag" NA -0.607539045567045 -0.679673857163068
"STAYING" 28 "tGravityAcc" "X" 0.596489908068182 -0.973164266079545
"STAYING" 28 "tGravityAcc" "Y" -0.159514371232955 -0.960933256704545
"STAYING" 28 "tGravityAcc" "Z" -0.0926602648977273 -0.945966059659091
"STAYING" 28 "tGravityAccMag" NA -0.569569991120455 -0.607805066017045
"STAYING" 29 "fBodyAcc" "X" -0.579901000186134 -0.5727879490375
"STAYING" 29 "fBodyAcc" "Y" -0.587686308146221 -0.630978844851831
"STAYING" 29 "fBodyAcc" "Z" -0.680547675465116 -0.602550925183721
"STAYING" 29 "fBodyAccJerk" "X" -0.629875853152035 -0.651564188964826
"STAYING" 29 "fBodyAccJerk" "Y" -0.641289075786337 -0.655526116655523
"STAYING" 29 "fBodyAccJerk" "Z" -0.768433928313954 -0.818292780813954
"STAYING" 29 "fBodyAccJerkMag" NA -0.609879937469099 -0.636434470547384
"STAYING" 29 "fBodyAccMag" NA -0.589294014734302 -0.639314176054942
"STAYING" 29 "fBodyGyro" "X" -0.685747413486628 -0.752567831707849
"STAYING" 29 "fBodyGyro" "Y" -0.735972301656977 -0.588857987485174
"STAYING" 29 "fBodyGyro" "Z" -0.689221357718023 -0.749163172296512
"STAYING" 29 "fBodyGyroJerkMag" NA -0.840464164156977 -0.851462426569767
"STAYING" 29 "fBodyGyroMag" NA -0.722018434984302 -0.671454324368401
"STAYING" 29 "tBodyAcc" "X" 0.279111521944767 -0.574295395364826
"STAYING" 29 "tBodyAcc" "Y" -0.018471953048314 -0.598400275636657
"STAYING" 29 "tBodyAcc" "Z" -0.108675612269477 -0.606461283926453
"STAYING" 29 "tBodyAccJerk" "X" 0.0788382324713372 -0.623456414216366
"STAYING" 29 "tBodyAccJerk" "Y" 0.00900161248883721 -0.635499779848779
"STAYING" 29 "tBodyAccJerk" "Z" -0.00355290542467733 -0.793746797790698
"STAYING" 29 "tBodyAccJerkMag" NA -0.664538060484884 -0.620472049862791
"STAYING" 29 "tBodyAccMag" NA -0.553585593347965 -0.579067216088081
"STAYING" 29 "tBodyGyro" "X" -0.0101831910869331 -0.73469927369157
"STAYING" 29 "tBodyGyro" "Y" -0.0882883296441861 -0.634569173421512
"STAYING" 29 "tBodyGyro" "Z" 0.0881626266546221 -0.713864583982558
"STAYING" 29 "tBodyGyroJerk" "X" -0.100707751809855 -0.736117664139535
"STAYING" 29 "tBodyGyroJerk" "Y" -0.0464322029527616 -0.853639613139535
"STAYING" 29 "tBodyGyroJerk" "Z" -0.052785999031686 -0.770221314302326
"STAYING" 29 "tBodyGyroJerkMag" NA -0.802293906366279 -0.840156364186047
"STAYING" 29 "tBodyGyroMag" NA -0.602228993700349 -0.653732301592151
"STAYING" 29 "tGravityAcc" "X" 0.683067625610465 -0.973282885843023
"STAYING" 29 "tGravityAcc" "Y" 0.115489757911628 -0.964643161017442
"STAYING" 29 "tGravityAcc" "Z" 0.208215370043721 -0.941621790232558
"STAYING" 29 "tGravityAccMag" NA -0.553585593347965 -0.579067216088081
"STAYING" 30 "fBodyAcc" "X" -0.635650125322193 -0.609238911508407
"STAYING" 30 "fBodyAcc" "Y" -0.55849001001906 -0.531321491840992
"STAYING" 30 "fBodyAcc" "Z" -0.634958546900783 -0.506570361273995
"STAYING" 30 "fBodyAccJerk" "X" -0.685307771157441 -0.701879208571802
"STAYING" 30 "fBodyAccJerk" "Y" -0.671673670524282 -0.672622022924282
"STAYING" 30 "fBodyAccJerk" "Z" -0.755432212793734 -0.807184940939948
"STAYING" 30 "fBodyAccJerkMag" NA -0.656339723754047 -0.664600262443812
"STAYING" 30 "fBodyAccMag" NA -0.600372067046214 -0.646522810920757
"STAYING" 30 "fBodyGyro" "X" -0.667418236692689 -0.676801995680601
"STAYING" 30 "fBodyGyro" "Y" -0.629910665959817 -0.496310421449608
"STAYING" 30 "fBodyGyro" "Z" -0.615699347830287 -0.620253390415144
"STAYING" 30 "fBodyGyroJerkMag" NA -0.811292332428198 -0.822805618746736
"STAYING" 30 "fBodyGyroMag" NA -0.669600510563003 -0.589192650089817
"STAYING" 30 "tBodyAcc" "X" 0.276305836721932 -0.615890785389034
"STAYING" 30 "tBodyAcc" "Y" -0.0175856077340209 -0.519047387875457
"STAYING" 30 "tBodyAcc" "Z" -0.10589355727859 -0.522643273772115
"STAYING" 30 "tBodyAccJerk" "X" 0.0734799270148825 -0.679007254150131
"STAYING" 30 "tBodyAccJerk" "Y" 0.00730438257971279 -0.6607705539047
"STAYING" 30 "tBodyAccJerk" "Z" -0.000653871890373369 -0.781644485013055
"STAYING" 30 "tBodyAccJerkMag" NA -0.697050126998956 -0.658972148093473
"STAYING" 30 "tBodyAccMag" NA -0.538131194183003 -0.588158111633681
"STAYING" 30 "tBodyGyro" "X" -0.0354229280326632 -0.671005846122715
